iter	Passed	Remaining
1727	5125	806
1728	5128	803
1729	5131	800
1730	5134	797
1731	5139	795
1732	5143	792
1733	5146	789
1734	5149	786
1735	5153	783
1736	5157	780
1737	5160	777
1738	5163	774
1739	5166	771
1740	5170	769
1741	5174	766
1742	5177	763
1743	5180	760
1744	5184	757
1745	5187	754
1746	5190	751
1747	5194	748
1748	5197	745
1749	5201	743
1750	5204	740
1751	5208	737
1752	5211	734
1753	5214	731
1754	5218	728
1755	5221	725
1756	5224	722
1757	5227	719
1758	5232	716
1759	5235	713
1760	5238	710
1761	5241	707
1762	5244	705
1763	5249	702
1764	5252	699
1765	5255	696
1766	5258	693
1767	5261	690
1768	5266	687
1769	5269	684
1770	5272	681
1771	5275	678
1772	5279	675
1773	5282	672
1774	5285	669
1775	5288	667
1776	5292	664
1777	5296	661
1778	5299	658
1779	5302	655
1780	5305	652
1781	5309	649
1782	5313	646
1783	5316	643
1784	5319	640
1785	5322	637
1786	5326	634
1787	5330	631
1788	5333	629
1789	5336	626
1790	5339	623
1791	5343	620
1792	5347	617
1793	5350	614
1794	5353	611
1795	5358	608
1796	5361	605
1797	5364	602
1798	5367	599
1799	5370	596
1800	5375	593
1801	5379	591
1802	5383	588
1803	5386	585
1804	5389	582
1805	5392	579
1806	5397	576
1807	5400	573
1808	5403	570
1809	5406	567
1810	5411	564
1811	5415	561
1812	5418	558
1813	5421	555
1814	5424	552
1815	5429	550
1816	5432	547
1817	5435	544
1818	5438	541
1819	5442	538
1820	5446	535
1821	5449	532
1822	5452	529
1823	5455	526
1824	5460	523
1825	5463	520
1826	5466	517
1827	5469	514
1828	5472	511
1829	5476	508
1830	5479	505
1831	5482	502
1832	5485	499
1833	5490	496
1834	5493	493
1835	5497	491
1836	5500	488
1837	5503	485
1838	5517	483
1839	5521	480
1840	5524	477
1841	5528	474
1842	5531	471
1843	5534	468
1844	5539	465
1845	5543	462
1846	5546	459
1847	5549	456
1848	5554	453
1849	5557	450
1850	5561	447
1851	5564	444
1852	5567	441
1853	5571	438
1854	5574	435
1855	5577	432
1856	5580	429
1857	5586	426
1858	5589	423
1859	5592	420
1860	5595	417
1861	5600	415
1862	5603	412
1863	5606	409
1864	5610	406
1865	5613	403
1866	5617	400
1867	5620	397
1868	5623	394
1869	5626	391
1870	5631	388
1871	5634	385
1872	5637	382
1873	5640	379
1874	5643	376
1875	5648	373
1876	5651	370
1877	5654	367
1878	5657	364
1879	5661	361
1880	5666	358
1881	5669	355
1882	5672	352
1883	5675	349
1884	5680	346
1885	5683	343
1886	5686	340
1887	5689	337
1888	5693	334
1889	5697	331
1890	5700	328
1891	5704	325
1892	5707	322
1893	5711	319
1894	5714	316
1895	5718	313
1896	5721	310
1897	5724	307
1898	5728	304
1899	5731	301
1900	5735	298
1901	5738	295
1902	5742	292
1903	5746	289
1904	5749	286
1905	5752	283
1906	5756	280
1907	5760	277
1908	5763	274
1909	5766	271
1910	5769	268
1911	5774	265
1912	5777	262
1913	5780	259
1914	5784	256
1915	5788	253
1916	5792	250
1917	5795	247
1918	5798	244
1919	5802	241
1920	5806	238
1921	5809	235
1922	5812	232
1923	5815	229
1924	5819	226
1925	5823	223
1926	5826	220
1927	5829	217
1928	5832	214
1929	5837	211
1930	5840	208
1931	5843	205
1932	5846	202
1933	5849	199
1934	5854	196
1935	5857	193
1936	5860	190
1937	5864	187
1938	5868	184
1939	5871	181
1940	5874	178
1941	5877	175
1942	5881	172
1943	5885	169
1944	5888	166
1945	5891	163
1946	5894	160
1947	5899	157
1948	5903	154
1949	5906	151
1950	5909	148
1951	5912	145
1952	5916	142
1953	5919	139
1954	5922	136
1955	5925	133
1956	5930	130
1957	5933	127
1958	5936	124
1959	5939	121
1960	5942	118
1961	5946	115
1962	5950	112
1963	5953	109
1964	5956	106
1965	5959	103
1966	5964	100
1967	5967	97
1968	5970	93
1969	5973	90
1970	5977	87
1971	5981	84
1972	5984	81
1973	5987	78
1974	5990	75
1975	5994	72
1976	5997	69
1977	6000	66
1978	6004	63
1979	6009	60
1980	6013	57
1981	6016	54
1982	6019	51
1983	6023	48
1984	6027	45
1985	6030	42
1986	6033	39
1987	6036	36
1988	6042	33
1989	6045	30
1990	6048	27
1991	6051	24
1992	6055	21
1993	6059	18
1994	6062	15
1995	6065	12
1996	6068	9
1997	6072	6
1998	6076	3
1999	6079	0
