iter	Logloss
1513	0.2314831261
1514	0.2313995057
1515	0.2313515538
1516	0.2312465563
1517	0.2311729769
1518	0.2310911724
1519	0.2310336028
1520	0.2309926851
1521	0.2309189744
1522	0.2308310904
1523	0.230797436
1524	0.2307107015
1525	0.2306564741
1526	0.2305871183
1527	0.2305407971
1528	0.2304923478
1529	0.230447468
1530	0.230274873
1531	0.2301507302
1532	0.2301352365
1533	0.2300484475
1534	0.2299522966
1535	0.2299171653
1536	0.2298014201
1537	0.2297387093
1538	0.2295874923
1539	0.2294255773
1540	0.2293766537
1541	0.2292299847
1542	0.2291352152
1543	0.2290830215
1544	0.2290017486
1545	0.228932552
1546	0.2288175315
1547	0.2287459226
1548	0.2287179437
1549	0.228699882
1550	0.2286003093
1551	0.228557595
1552	0.228438616
1553	0.2283903167
1554	0.2283122663
1555	0.2283053293
1556	0.2282666987
1557	0.2281891682
1558	0.2281484924
1559	0.2280546701
1560	0.2280205416
1561	0.2279495291
1562	0.2278786355
1563	0.2277898486
1564	0.2277062205
1565	0.2276485035
1566	0.2275323466
1567	0.2274705721
1568	0.2273063458
1569	0.2272412801
1570	0.2272318083
1571	0.2271874398
1572	0.2270911107
1573	0.2270103076
1574	0.2268865262
1575	0.2268213455
1576	0.226770865
1577	0.2267297001
1578	0.2266243927
1579	0.2265805317
1580	0.2265115931
1581	0.2263906668
1582	0.2263508973
1583	0.2262358889
1584	0.2261244859
1585	0.2260492569
1586	0.2260058982
1587	0.2259982981
1588	0.225953573
1589	0.2259228118
1590	0.2258989632
1591	0.2258458005
1592	0.2257540349
1593	0.22559558
1594	0.2254891774
1595	0.2253712263
1596	0.225223102
1597	0.2251165273
1598	0.2250858776
1599	0.2250059327
1600	0.2249549855
1601	0.22484713
1602	0.2247328901
1603	0.2245904664
1604	0.2245429033
1605	0.2244128262
1606	0.2243602022
1607	0.2243039011
1608	0.2242514029
1609	0.2241812309
1610	0.2240932136
1611	0.2240245759
1612	0.2239662754
1613	0.2238599254
1614	0.2238151883
1615	0.2237443663
1616	0.2237351939
1617	0.2236694473
1618	0.223625287
1619	0.2235198306
1620	0.2234721264
1621	0.2233994723
1622	0.2232962672
1623	0.2232748874
1624	0.2231382921
1625	0.2230685932
1626	0.2230498527
1627	0.223011404
1628	0.2229497549
1629	0.2229384384
1630	0.2228777209
1631	0.2228297346
1632	0.222748099
1633	0.2226369339
1634	0.2225683827
1635	0.2225291167
1636	0.222502356
1637	0.2224018856
1638	0.2222811588
1639	0.2221883977
1640	0.2221292196
1641	0.2220560688
1642	0.2219914765
1643	0.2219249466
1644	0.2218559682
1645	0.2218105826
1646	0.2217722808
1647	0.2216260093
1648	0.2215935679
1649	0.2215575728
1650	0.2214917927
1651	0.2214571224
1652	0.2214388083
1653	0.2213513575
1654	0.2213067496
1655	0.2212729508
1656	0.2212318995
1657	0.2211999
1658	0.2211822172
1659	0.2211175278
1660	0.2210548071
1661	0.2209479709
1662	0.2208774558
1663	0.2208574478
1664	0.2207599938
1665	0.220706275
1666	0.2206705233
1667	0.2206207209
1668	0.2204963333
1669	0.2204312621
1670	0.2203484355
1671	0.2203383849
1672	0.2202817807
1673	0.2201335084
1674	0.2200766083
1675	0.2199982086
1676	0.2199471226
1677	0.219847611
1678	0.2197829703
1679	0.2196898917
1680	0.2196603708
1681	0.2195651699
1682	0.2195557926
1683	0.2195002339
1684	0.219436508
1685	0.2193888923
1686	0.2193802914
1687	0.2193038703
1688	0.2191492
1689	0.2190512194
1690	0.2189883837
1691	0.2189272664
1692	0.2188771441
1693	0.218794723
1694	0.2187316356
1695	0.2186698034
1696	0.2186089542
1697	0.2185904515
1698	0.2185213941
1699	0.2184473463
1700	0.2183758124
1701	0.2183413902
1702	0.2182743505
1703	0.2182121854
1704	0.2181337869
1705	0.2180142573
1706	0.2179498201
1707	0.2178123482
1708	0.2177712874
1709	0.2176687603
1710	0.2175980758
1711	0.2174566918
1712	0.2173904594
1713	0.2173276925
1714	0.2173148217
1715	0.2172382024
1716	0.2171071165
1717	0.2170429948
1718	0.2170028774
1719	0.2169589559
1720	0.2168900509
1721	0.2168012349
1722	0.2167550763
1723	0.2167015774
1724	0.2166612576
1725	0.2166225202
1726	0.2165504478
1727	0.2164978097
1728	0.2164196218
1729	0.2163879671
1730	0.2163407506
1731	0.2162366166
1732	0.2161942165
1733	0.216146052
1734	0.2160014008
1735	0.2159686716
1736	0.2159169129
1737	0.2158343209
1738	0.2158028246
1739	0.2156606053
1740	0.2156210071
1741	0.215501896
1742	0.2154025795
1743	0.2153363906
1744	0.2152868354
1745	0.2151342935
1746	0.2150688575
1747	0.215007063
1748	0.2149997421
1749	0.2149438979
1750	0.2149294289
1751	0.2149167767
1752	0.2148674083
1753	0.2148427041
1754	0.2148273787
1755	0.2147797613
1756	0.214732183
1757	0.2146488507
1758	0.2145228481
1759	0.2144914741
1760	0.2144101414
1761	0.2143532155
1762	0.2142439511
1763	0.2140872285
1764	0.2140561768
1765	0.2140142816
1766	0.2139849583
1767	0.2139015877
1768	0.2137634304
1769	0.2137143895
1770	0.2136817521
1771	0.2135762006
1772	0.2134882215
1773	0.2134190893
1774	0.2133884398
1775	0.2132407832
1776	0.2131928653
1777	0.213180054
1778	0.2131246693
1779	0.213087972
1780	0.2130226601
1781	0.2129726935
1782	0.2129122604
1783	0.2128341529
1784	0.2127996345
1785	0.2126631714
1786	0.2126000595
1787	0.2125668963
1788	0.2125256402
1789	0.2124833552
1790	0.212423306
1791	0.2123449489
1792	0.2123068024
1793	0.2122740684
1794	0.2122574633
1795	0.2122389197
1796	0.2121831662
1797	0.2121229038
1798	0.2119180245
1799	0.2119054571
1800	0.2118775293
1801	0.2118123697
1802	0.2117940801
1803	0.2117509165
1804	0.2116581466
1805	0.2116509492
1806	0.2115953708
1807	0.211556565
1808	0.2115250484
1809	0.2114940602
1810	0.2114407097
1811	0.211433548
1812	0.2113006443
1813	0.211248603
1814	0.2111848095
1815	0.2110855446
1816	0.2110493969
1817	0.2109702646
1818	0.2108895464
1819	0.2108248856
1820	0.2107886858
1821	0.21075068
1822	0.2107025977
1823	0.2106290531
1824	0.2105817531
1825	0.210499935
1826	0.2104410029
1827	0.2103777183
1828	0.2103634002
1829	0.2103111001
1830	0.2102529783
1831	0.2102087338
1832	0.2101312366
1833	0.210041145
1834	0.2099730523
1835	0.2099633531
1836	0.2098846469
1837	0.2098252115
1838	0.2097107329
1839	0.209608572
1840	0.2095910149
1841	0.209535952
1842	0.2094944903
1843	0.2094068384
1844	0.2093581778
1845	0.2092648042
1846	0.209226987
1847	0.2092108014
1848	0.2091400496
1849	0.2090674536
1850	0.2090353008
1851	0.209008219
1852	0.2089813834
1853	0.2088382902
1854	0.208761544
1855	0.2086978939
1856	0.2086841514
1857	0.2086204184
1858	0.2085242877
1859	0.2084251431
1860	0.2083791897
1861	0.2083257337
1862	0.208235767
1863	0.2081746686
1864	0.2081172977
1865	0.2080907825
1866	0.2079748117
1867	0.2079158062
1868	0.2079050952
1869	0.2078107099
1870	0.2077367007
1871	0.2076810282
1872	0.2076361344
1873	0.2075747029
1874	0.2075310773
1875	0.2074734343
1876	0.2074283932
1877	0.2073931403
1878	0.2073501713
1879	0.207292826
1880	0.2072734276
1881	0.2071993674
1882	0.2071697105
1883	0.2071178648
1884	0.2070717205
1885	0.2070110917
1886	0.2069494317
1887	0.2068943787
1888	0.2068782061
1889	0.2068459792
1890	0.2067839309
1891	0.2066856503
1892	0.2066730324
1893	0.2066416965
1894	0.2065727923
1895	0.2065282146
1896	0.2064957545
1897	0.2064312604
1898	0.2063450236
1899	0.2062945347
1900	0.2062151771
1901	0.2061593609
1902	0.2061491524
1903	0.2061083351
1904	0.2060640937
1905	0.2060093656
1906	0.2059218561
1907	0.2058370076
1908	0.2057735258
1909	0.2057146084
1910	0.205670424
1911	0.2056359711
1912	0.2056112015
1913	0.2055406158
1914	0.2054804576
1915	0.2054664368
1916	0.2053242273
1917	0.2052074225
1918	0.2051776841
1919	0.2051369007
1920	0.2051087124
1921	0.2049777858
1922	0.2049464396
1923	0.2048752272
1924	0.2047471102
1925	0.2047045474
1926	0.2046889741
1927	0.2046067939
1928	0.2045172097
1929	0.2044512592
1930	0.2044460176
1931	0.2043815663
1932	0.2043230688
1933	0.2042300502
1934	0.2042053564
1935	0.2041470006
1936	0.2040873005
1937	0.2039758565
1938	0.203892637
1939	0.2038685968
1940	0.2038015877
1941	0.2037479365
1942	0.2036949434
1943	0.2035694938
1944	0.2034840157
1945	0.203408276
1946	0.2033378609
1947	0.2032948193
1948	0.2032748552
1949	0.2032687778
1950	0.203199928
1951	0.2031201209
1952	0.2031111323
1953	0.2030198731
1954	0.2029610983
1955	0.2029269564
1956	0.2028922145
1957	0.2028161279
1958	0.2027597585
1959	0.2026969265
1960	0.2026422344
1961	0.2025193924
1962	0.2024900369
1963	0.2023657295
1964	0.202347234
1965	0.2022576976
1966	0.2021664385
1967	0.2020303691
1968	0.2019606651
1969	0.201938721
1970	0.2018865333
1971	0.2017901418
1972	0.2017176198
1973	0.2017036335
1974	0.2016676493
1975	0.2016590059
1976	0.2015922687
1977	0.2015743931
1978	0.2015264406
1979	0.2014902449
1980	0.2014404095
1981	0.2013620329
1982	0.201289445
1983	0.2012437386
1984	0.201131458
1985	0.2010857178
1986	0.2010604678
1987	0.2010088763
1988	0.2009482437
1989	0.2008537088
1990	0.2007326174
1991	0.2007119421
1992	0.2006896032
1993	0.2005719859
1994	0.2004921799
1995	0.2004167411
1996	0.2003401738
1997	0.2002695852
1998	0.2002573915
1999	0.200217281
