iter	Logloss
257	0.3651197294
258	0.3649503367
259	0.3647514633
260	0.3646367836
261	0.36444892
262	0.364292921
263	0.3640748751
264	0.3638894597
265	0.3637749308
266	0.3636335135
267	0.3635044585
268	0.3632724451
269	0.3630464939
270	0.3628656258
271	0.3628004751
272	0.3625939912
273	0.3623334584
274	0.3620692111
275	0.3618004539
276	0.3616569126
277	0.3613481071
278	0.3611455761
279	0.36092864
280	0.3605939537
281	0.3604743853
282	0.3602517328
283	0.360171613
284	0.3600992214
285	0.3599255262
286	0.3597274892
287	0.3595689746
288	0.3593745485
289	0.3592755801
290	0.3589755331
291	0.3588946424
292	0.3586673252
293	0.3584416443
294	0.3583632832
295	0.3581408882
296	0.3579800267
297	0.3579464045
298	0.3578588553
299	0.3577153001
300	0.3575179445
301	0.3573626703
302	0.3571842215
303	0.3569086905
304	0.3568317182
305	0.3567110712
306	0.3565726732
307	0.3564991179
308	0.3562303774
309	0.3561618059
310	0.3559555381
311	0.3556576629
312	0.3554943942
313	0.3553691683
314	0.3551821656
315	0.3551101477
316	0.3548419511
317	0.3547225424
318	0.35454433
319	0.3544703098
320	0.3543718935
321	0.3543497201
322	0.3540539341
323	0.3540111015
324	0.3539585365
325	0.3538181591
326	0.3536421191
327	0.3535701793
328	0.3534880928
329	0.3534064291
330	0.3534021246
331	0.3531922023
332	0.3530252458
333	0.3528838021
334	0.3528193442
335	0.3526794227
336	0.3525657274
337	0.352416834
338	0.3523317286
339	0.3522509134
340	0.3521270298
341	0.3519635798
342	0.3518164798
343	0.3516877973
344	0.3515489693
345	0.351413072
346	0.3512482694
347	0.3510447818
348	0.3509478223
349	0.3508346055
350	0.3505503105
351	0.3503404798
352	0.3501960254
353	0.3500684817
354	0.3499983053
355	0.3497321701
356	0.3494809332
357	0.3493770039
358	0.3493112884
359	0.3492551864
360	0.3491723545
361	0.3490833814
362	0.3490401866
363	0.3489055649
364	0.3487328036
365	0.3486602375
366	0.3485715048
367	0.348471927
368	0.3483366986
369	0.3481028089
370	0.3479576233
371	0.3477505692
372	0.3475316985
373	0.347459526
374	0.3473689233
375	0.3472604364
376	0.347189006
377	0.3471039638
378	0.3470345848
379	0.3469085175
380	0.3468200461
381	0.3465125224
382	0.3463457921
383	0.3462706843
384	0.3460684899
385	0.3459393214
386	0.3458242638
387	0.3456801182
388	0.3455374311
389	0.3453478385
390	0.3450954372
391	0.344908818
392	0.3448093311
393	0.3446901987
394	0.3445861024
395	0.3443976107
396	0.3441978537
397	0.3440672424
398	0.3439797685
399	0.343861137
400	0.3437790135
401	0.3436578086
402	0.343499073
403	0.3433859141
404	0.3432973647
405	0.3432501966
406	0.3432023211
407	0.3430896529
408	0.3428825312
409	0.3427875298
410	0.3426242319
411	0.342557723
412	0.3425014757
413	0.3424380335
414	0.3422953646
415	0.3421913519
416	0.3420907856
417	0.3420371116
418	0.3418614617
419	0.3417536418
420	0.3415600712
421	0.3415129514
422	0.3412489483
423	0.3411282328
424	0.340987149
425	0.3408183402
426	0.3406109117
427	0.3405417699
428	0.3404596425
429	0.3403505929
430	0.340179427
431	0.3400464149
432	0.340010257
433	0.3399629289
434	0.3398012952
435	0.3396700824
436	0.3395204794
437	0.3394408713
438	0.3392619642
439	0.3392264412
440	0.339059379
441	0.3389273205
442	0.3387694421
443	0.3386390309
444	0.3384791997
445	0.3383815831
446	0.3383260372
447	0.3382099962
448	0.3380985564
449	0.3380065842
450	0.3378876913
451	0.3377155247
452	0.3376007089
453	0.3375797014
454	0.3375333215
455	0.3374488899
456	0.3373142016
457	0.3371864062
458	0.3370643802
459	0.3369370456
460	0.3368265738
461	0.3366571019
462	0.3364291
463	0.336240786
464	0.3361168572
465	0.335954998
466	0.3358844946
467	0.3357891813
468	0.3356723716
469	0.335603092
470	0.3355436615
471	0.3353596117
472	0.3352036614
473	0.3350693045
474	0.3349439272
475	0.3348035124
476	0.334669553
477	0.3345309666
478	0.3344733655
479	0.3343916372
480	0.3342018133
481	0.3340853236
482	0.334034994
483	0.3339024418
484	0.3337137094
485	0.3334316339
486	0.3332932452
487	0.332879994
488	0.3327526164
489	0.3325882467
490	0.3324270227
491	0.3323145521
492	0.332206592
493	0.3320960908
494	0.3320868282
495	0.3320496806
496	0.331957364
497	0.3319243467
498	0.3318065343
499	0.3317726126
500	0.3316651074
501	0.3315975114
502	0.331458902
503	0.3313445673
504	0.3312400193
505	0.3311418686
506	0.3309702717
507	0.3309475922
508	0.3308275515
509	0.3307284184
510	0.3306842943
511	0.3304370724
512	0.3303483596
513	0.3303323271
514	0.3301931958
515	0.3300767427
516	0.3298349064
517	0.3297886596
518	0.3297191578
519	0.3295748069
520	0.3295256418
521	0.3294201697
522	0.329324515
523	0.3292170502
524	0.3291186567
525	0.3290300984
526	0.3289190734
527	0.3288781942
528	0.3288189853
529	0.3286294503
530	0.3285739014
531	0.3284723935
532	0.328387374
533	0.3281218529
534	0.3280308819
535	0.3279200778
536	0.32781203
537	0.327482242
538	0.3273231703
539	0.3271485006
540	0.327017493
541	0.3268201243
542	0.326747205
543	0.3266891526
544	0.3264198959
545	0.3263532087
546	0.326276901
547	0.3261332583
548	0.3260387762
549	0.3259043295
550	0.3258387185
551	0.3257248381
552	0.3256944985
553	0.3256141443
554	0.3255605925
555	0.3255242034
556	0.3254346059
557	0.3253843795
558	0.3253402165
559	0.325187895
560	0.3250985932
561	0.3249202185
562	0.324738641
563	0.3245440913
564	0.3245253518
565	0.3244479014
566	0.324345929
567	0.3242777406
568	0.3241766752
569	0.3240314091
570	0.3238425835
571	0.3237102995
572	0.3236997254
573	0.3235507956
574	0.3234991454
575	0.3232828382
576	0.3231615744
577	0.32303338
578	0.3229613484
579	0.3228838481
580	0.3228438616
581	0.3227208811
582	0.3226434654
583	0.3224583216
584	0.3223247934
585	0.3222113026
586	0.3220597117
587	0.3220354626
588	0.3220009664
589	0.3218930077
590	0.3218157333
591	0.3217260547
592	0.3216554838
593	0.3215597762
594	0.3214280824
595	0.321325993
596	0.321203455
597	0.3210118756
598	0.3209552702
599	0.3206342962
600	0.3205334058
601	0.3203700233
602	0.3200061289
603	0.3199463927
604	0.3198929327
605	0.3197684381
606	0.3197026091
607	0.3195433282
608	0.3194487912
609	0.3193655054
610	0.3192642948
611	0.3191899883
612	0.3190861467
613	0.3189728166
614	0.3189163192
615	0.3187689067
616	0.3186925337
617	0.318628999
618	0.3184818006
619	0.3183492512
620	0.3181948014
621	0.3181028491
622	0.3179239703
623	0.3178086294
624	0.3176008666
625	0.3175750221
626	0.3174866951
627	0.3173581601
628	0.3172418607
629	0.3171078967
630	0.3170061095
631	0.3168993928
632	0.3166666227
633	0.3166128856
634	0.3165697086
635	0.3164560583
636	0.3163247071
637	0.316273913
638	0.3162249081
639	0.3160906322
640	0.3159067235
641	0.3158207775
642	0.31577813
643	0.3156888937
644	0.315581761
645	0.3154887912
646	0.3152077746
647	0.3150960344
648	0.3149125833
649	0.3148649077
650	0.3148177046
651	0.3147190885
652	0.3145665862
653	0.3145234833
654	0.3143219976
655	0.3142576122
656	0.3141785704
657	0.3140795723
658	0.3139745844
659	0.3138062116
660	0.3135656655
661	0.3135229946
662	0.3134524062
663	0.3133204902
664	0.3131093167
665	0.3130426541
666	0.3129634575
667	0.3128876356
668	0.3128482843
669	0.3127664905
670	0.3126729634
671	0.312657076
672	0.3125764781
673	0.3124943013
674	0.3124326797
675	0.3123280684
676	0.3122914931
677	0.3122080809
678	0.3121354183
679	0.3120210658
680	0.3119427176
681	0.3118319359
682	0.3117834
683	0.3115870041
684	0.3114020608
685	0.311249726
686	0.3111535724
687	0.3110731273
688	0.3110516854
689	0.3110046382
690	0.3109475412
691	0.3107704756
692	0.3106373768
693	0.3105073338
694	0.3104312651
695	0.3104276009
696	0.3103563235
697	0.3102697365
698	0.3101947115
699	0.3101554336
700	0.3100384565
701	0.3098493159
702	0.3096784673
703	0.3095253367
704	0.3094646545
705	0.3093719083
706	0.3092688723
707	0.3091987421
708	0.3088822138
709	0.3087645848
710	0.308717118
711	0.3086458686
712	0.3085036276
713	0.30841371
714	0.3083236717
715	0.3081475901
716	0.3079912017
717	0.3078365122
718	0.3077252891
719	0.3076242639
720	0.3074760991
721	0.3074001923
722	0.3073061839
723	0.3071748596
724	0.3071301777
725	0.306999157
726	0.3066957431
727	0.3066193337
728	0.3065260198
729	0.3063973287
730	0.3062503869
731	0.3062391169
732	0.3062001092
733	0.3060486393
734	0.3060108396
735	0.3059551189
736	0.3059279416
737	0.3058195617
738	0.3057150541
739	0.3056575223
740	0.3055431852
741	0.3054981686
742	0.3053851069
743	0.305190834
744	0.3050837682
745	0.3050208125
746	0.3048058337
747	0.3046391347
748	0.3044967186
749	0.3044043805
750	0.304322704
751	0.3042831643
752	0.3041450365
753	0.3039198339
754	0.3038748748
755	0.3037222997
756	0.3035932139
757	0.3034604778
758	0.3033944072
759	0.3033541513
760	0.3032905142
761	0.3032114856
762	0.3031213697
763	0.3030418106
764	0.3029827837
765	0.3029033483
766	0.3027701656
767	0.3026133963
768	0.3024719686
769	0.302411897
770	0.3023450542
771	0.3022434923
772	0.302186899
773	0.3020405125
774	0.3019203733
775	0.3018186342
776	0.3017209002
777	0.301668818
778	0.301600406
779	0.3015689972
780	0.3015098482
781	0.3013334259
782	0.3012423032
783	0.301124924
784	0.3010600059
785	0.3009751743
786	0.3008912774
787	0.3007964779
788	0.3006756179
789	0.3006162519
790	0.3004819671
791	0.3004576966
792	0.3003539054
793	0.3001918321
794	0.3001354438
795	0.3000884744
796	0.2999566655
797	0.2999026132
798	0.2996647746
799	0.2995800005
800	0.2994604423
801	0.2994272767
802	0.2993312925
803	0.2992589005
804	0.2992039869
805	0.2991351615
806	0.2990618323
807	0.2989914096
808	0.2988311253
809	0.2988066939
810	0.2986595753
811	0.2983156849
812	0.2982812523
813	0.2982189767
814	0.2981704844
815	0.2980045697
816	0.2979322481
817	0.2978576254
818	0.2977751889
819	0.2977364825
820	0.2976622613
821	0.2975392144
822	0.2974230998
823	0.2973639894
824	0.2970833718
825	0.2970076881
826	0.2968130022
827	0.2966539208
828	0.2965883274
829	0.2965104639
830	0.296482476
831	0.2964292241
832	0.2962823058
833	0.29613271
834	0.2959882919
835	0.2958423208
836	0.2957886539
837	0.2957411313
838	0.2955941529
839	0.2955655033
840	0.2955161888
841	0.2953906353
842	0.295222525
843	0.2951586072
844	0.2950966462
845	0.294993825
846	0.2949261
847	0.2946977565
848	0.2946211388
849	0.2945618645
850	0.2944202066
851	0.2943700423
852	0.2943133354
853	0.2941748982
854	0.2940512229
855	0.2939769501
856	0.2938327825
857	0.2937917732
858	0.2937339617
859	0.2936005215
860	0.2935390008
861	0.2934458289
862	0.2934071596
863	0.2932673593
864	0.2931170643
865	0.292978869
866	0.2927947773
867	0.2926561162
868	0.2925587842
869	0.2925430118
870	0.2924788393
871	0.2924149152
872	0.2923716745
873	0.2923391681
874	0.2922696538
875	0.2920595748
876	0.2919277765
877	0.2917303124
878	0.2915611479
879	0.2914076349
880	0.2913775686
881	0.291225535
882	0.2911499514
883	0.2910560235
884	0.2909858975
885	0.2909266039
886	0.2908739025
887	0.2908093828
888	0.2907457622
889	0.2906684191
890	0.2905393344
891	0.2901699551
892	0.2901269578
893	0.2900664042
894	0.2899398462
895	0.2898561958
896	0.2897000218
897	0.289654875
898	0.2895628435
899	0.2894949235
900	0.2893717862
901	0.2891916373
902	0.2891160934
903	0.2889151866
904	0.2887950624
905	0.2887393054
906	0.2886849297
907	0.2886264237
908	0.2885036798
909	0.2884688084
910	0.2884010009
911	0.2882891617
912	0.2882303853
913	0.2881211031
914	0.2879677361
915	0.2879035696
916	0.2877694448
917	0.2877287644
918	0.2876365448
919	0.2875756596
920	0.2875231371
921	0.2874627006
922	0.2873444518
923	0.2872152268
924	0.2870956061
925	0.2868565386
926	0.2867802265
927	0.2866833203
928	0.2866002424
929	0.2865174054
930	0.2864252779
931	0.2863033854
932	0.2861973675
933	0.2861182442
934	0.2860546933
935	0.2859864097
936	0.2859423127
937	0.2858883249
938	0.2857647874
939	0.2857044442
940	0.2856325718
941	0.2853055565
942	0.2851801585
943	0.2850093448
944	0.2849465625
945	0.2848521971
946	0.2846890415
947	0.2845792419
948	0.2844983171
949	0.28429063
950	0.2842492449
951	0.2841146751
952	0.2840817899
953	0.2839327856
954	0.2838888998
955	0.2837987667
956	0.283669575
957	0.2835561474
958	0.2835113701
959	0.2834174243
960	0.2833773283
961	0.2833303272
962	0.2833078864
963	0.2831544005
964	0.2830511847
965	0.2829584783
966	0.2828470045
967	0.2827645507
968	0.2825631911
969	0.2825066012
970	0.2824514345
971	0.2823973541
972	0.2822698866
973	0.2821540207
974	0.2820101378
975	0.2819771684
976	0.2819061902
977	0.2816545232
978	0.2816264028
979	0.2815720538
980	0.2815145615
981	0.2814238587
982	0.2813713226
983	0.2813177191
984	0.2812655782
985	0.2811233443
986	0.2810447779
987	0.2809810214
988	0.280948173
989	0.2806621367
990	0.2806477762
991	0.2805443836
992	0.28030753
993	0.2802529367
994	0.2800676294
995	0.2798470708
996	0.2797968108
997	0.2796122973
998	0.2794284483
999	0.2792862676
1000	0.279237703
1001	0.2791522535
1002	0.2790531451
1003	0.2788205141
1004	0.2787613372
1005	0.2786691065
1006	0.2785755763
1007	0.2785321074
1008	0.2783644339
1009	0.2782441566
1010	0.2781470806
1011	0.2780846096
1012	0.2780599954
1013	0.277894685
1014	0.2778084852
1015	0.2777304153
1016	0.2776158896
1017	0.2774827998
1018	0.2774132064
1019	0.2773012245
1020	0.2772506569
1021	0.2771688381
1022	0.2770222614
1023	0.2768271589
1024	0.2767103379
1025	0.2765881236
1026	0.2765300575
1027	0.2764250161
1028	0.2763578873
1029	0.2763038623
1030	0.2761603766
1031	0.2761079019
1032	0.27579468
1033	0.2757064592
1034	0.275458379
1035	0.2753478805
1036	0.2750567996
1037	0.274816906
1038	0.2746149869
1039	0.2745139102
1040	0.2744374842
1041	0.2743793452
1042	0.2742151942
1043	0.2741449559
1044	0.2740997887
1045	0.2740183387
1046	0.2738646314
1047	0.2738048992
1048	0.2736541124
1049	0.2736353762
1050	0.2735770691
1051	0.2734941472
1052	0.273463938
1053	0.2733018627
1054	0.273035679
1055	0.2729501667
1056	0.2729102009
1057	0.2728412869
1058	0.2727765168
1059	0.2727287967
1060	0.2725520418
1061	0.2724116249
1062	0.2723667975
1063	0.2722989426
1064	0.2721960588
1065	0.2719880834
1066	0.2719640443
1067	0.2718939815
1068	0.2718334661
1069	0.2717223876
1070	0.2716271983
1071	0.2715433143
1072	0.2714273915
1073	0.2711971684
1074	0.2709203529
1075	0.2708593738
1076	0.270800152
1077	0.2706856597
1078	0.2706099263
1079	0.2705155253
1080	0.2703600603
1081	0.2702802653
1082	0.270232296
1083	0.270011136
1084	0.2699369992
1085	0.269850491
1086	0.2696448909
1087	0.2695882432
1088	0.2693608971
1089	0.2692364673
1090	0.2691161759
1091	0.2690283264
1092	0.2689376004
1093	0.2687895307
1094	0.2686587242
1095	0.2685725449
1096	0.2684379673
1097	0.2682138915
1098	0.2681714279
1099	0.2680935188
1100	0.2679687913
1101	0.2678922653
1102	0.2677892857
1103	0.2676858566
1104	0.2676224576
1105	0.2674560478
1106	0.2673890841
1107	0.2673439287
1108	0.2671885114
1109	0.2671143351
1110	0.2670432966
1111	0.2669600955
1112	0.2667215201
1113	0.2667012078
1114	0.2665589264
1115	0.266400187
1116	0.2662908439
1117	0.2662447784
1118	0.2660424339
1119	0.2658952716
1120	0.2657003248
1121	0.2656428247
1122	0.2656155256
1123	0.2655558762
1124	0.2653585337
1125	0.2651619738
1126	0.2650265787
1127	0.2650118363
1128	0.264958604
1129	0.2649006215
1130	0.2647407976
1131	0.2647021838
1132	0.2646548888
1133	0.2645804728
1134	0.2644694275
1135	0.2644089132
1136	0.2641961207
1137	0.2641521959
1138	0.2641071533
1139	0.2640376783
1140	0.2639642483
1141	0.2638206644
1142	0.2635567737
1143	0.2635424954
1144	0.2634907073
1145	0.2633648123
1146	0.2631906741
1147	0.2629949149
1148	0.2629300514
1149	0.2627399666
1150	0.2626479973
1151	0.2625527794
1152	0.2624988374
1153	0.2624529042
1154	0.2623957787
1155	0.2623150023
1156	0.2622808366
1157	0.2622609934
1158	0.2620808391
1159	0.2620531136
1160	0.261960011
1161	0.2619035947
1162	0.2618241942
1163	0.2617520066
1164	0.2616588852
1165	0.2615671906
1166	0.2613427509
1167	0.2612615687
1168	0.2612290296
1169	0.2611210586
1170	0.2610624655
1171	0.2609299443
1172	0.2608412982
1173	0.260783985
1174	0.2607292314
1175	0.2606762483
1176	0.2605269854
1177	0.2603709527
1178	0.2603194615
1179	0.2602668448
1180	0.260191124
1181	0.2600979308
1182	0.2598917773
1183	0.2596714573
1184	0.2594920441
1185	0.2594737173
1186	0.2594373867
1187	0.2593091908
1188	0.2590977263
1189	0.2590241908
1190	0.2589873205
1191	0.2589106724
1192	0.2588442331
1193	0.2587393233
1194	0.2586359101
1195	0.2585328345
1196	0.2583992755
1197	0.2582681497
1198	0.258192546
1199	0.2579766622
1200	0.2578409825
1201	0.2576775403
1202	0.257618953
1203	0.2575097923
1204	0.2573922436
1205	0.2572440658
1206	0.2571674079
1207	0.2570187386
1208	0.2569372605
1209	0.2568623908
1210	0.2567767583
1211	0.2566573983
1212	0.2565500451
1213	0.2564731774
1214	0.2563271404
1215	0.256219125
1216	0.2561349199
1217	0.2560745288
1218	0.2560017196
1219	0.2557898731
1220	0.2556024616
1221	0.2555208725
1222	0.2555018296
1223	0.2553984667
1224	0.255338526
1225	0.2552405494
1226	0.2550349531
1227	0.2549784865
1228	0.2548611568
1229	0.2548441288
1230	0.2547106442
1231	0.254674369
1232	0.2546232784
1233	0.2545743344
1234	0.2545128792
1235	0.254476139
1236	0.254458403
1237	0.254415944
1238	0.2543161806
1239	0.2542414942
1240	0.254064024
1241	0.2540088182
1242	0.2539170557
1243	0.253800606
1244	0.2537052572
1245	0.2535796831
1246	0.2533962487
1247	0.2532161768
1248	0.2531218615
1249	0.2530346585
1250	0.2529919817
1251	0.2528873696
1252	0.2528713832
1253	0.252834795
1254	0.2527938849
1255	0.2527709701
1256	0.2527460192
1257	0.2526225982
1258	0.2525665956
1259	0.2525190782
1260	0.2523388508
1261	0.2522304024
1262	0.2521840558
1263	0.2521096882
1264	0.2520233568
1265	0.2519770028
1266	0.2518232119
1267	0.2517303859
1268	0.2516344148
1269	0.2515994026
1270	0.2514063516
1271	0.2512160029
1272	0.2511058494
1273	0.2510281718
1274	0.2509199437
1275	0.2507802068
1276	0.2506593739
1277	0.2506261257
1278	0.2505514855
1279	0.2504925325
1280	0.2503409017
1281	0.2502675502
1282	0.2501685706
1283	0.2500143369
1284	0.2499080706
1285	0.249810394
1286	0.2497806832
1287	0.2496994649
1288	0.2496079314
1289	0.2494950048
1290	0.2494256117
1291	0.2493372541
1292	0.2492273822
1293	0.2491748871
1294	0.249083958
1295	0.2489793648
1296	0.2489463522
1297	0.2488433265
1298	0.2487635475
1299	0.2486068621
1300	0.2485201748
1301	0.2484498027
1302	0.2483601149
1303	0.2482499283
1304	0.2481626087
1305	0.2480477252
1306	0.2479782082
1307	0.2478342753
1308	0.2477696132
1309	0.2477536704
1310	0.247691605
1311	0.2475835863
1312	0.247430521
1313	0.2473966881
1314	0.2473754055
1315	0.2472367632
1316	0.2471698775
1317	0.247079023
1318	0.2469123773
1319	0.2468253681
1320	0.2467147407
1321	0.2466218818
1322	0.2465160741
1323	0.2463691875
1324	0.2462577028
1325	0.2462365129
1326	0.2460578335
1327	0.2459566431
1328	0.2459176891
1329	0.2458784897
1330	0.2458070338
1331	0.2457065245
1332	0.2456022934
1333	0.2455175165
1334	0.2454394154
1335	0.24534153
1336	0.2452902747
1337	0.2452210206
1338	0.2451608605
1339	0.2450261572
1340	0.2449233617
1341	0.2448715404
1342	0.2448183288
1343	0.2447351711
1344	0.2445601859
1345	0.2444921667
1346	0.2443607704
1347	0.244341837
1348	0.2442562786
1349	0.2441381478
1350	0.244074555
1351	0.243975111
1352	0.2438185867
1353	0.2436960757
1354	0.2436585204
1355	0.2435590627
1356	0.2434214245
1357	0.2433737375
1358	0.2432546594
1359	0.2430941099
1360	0.2429413983
1361	0.242788023
1362	0.2426991573
1363	0.2426341989
1364	0.242538097
1365	0.2425046488
1366	0.2424959468
1367	0.2424810186
1368	0.2424064925
1369	0.2423463027
1370	0.2422721149
1371	0.2421577345
1372	0.2421040919
1373	0.2420862455
1374	0.2420446362
1375	0.2419400123
1376	0.2418592209
1377	0.2417228422
1378	0.2417105523
1379	0.241630881
1380	0.2415666645
1381	0.2414401808
1382	0.2413137573
1383	0.2412485186
1384	0.2412003765
1385	0.2410796421
1386	0.2409289882
1387	0.2408470321
1388	0.2408243381
1389	0.2407780193
1390	0.2407400844
1391	0.2406981894
1392	0.2406656633
1393	0.2405633657
1394	0.2404173548
1395	0.2403709553
1396	0.2403019963
1397	0.2402340554
1398	0.2401704709
1399	0.2401039087
1400	0.2400666716
1401	0.2400006906
1402	0.2398516802
1403	0.239755712
1404	0.2396836055
1405	0.239594521
1406	0.2395684954
1407	0.2394876376
1408	0.2394615219
1409	0.2393475362
1410	0.2392868296
1411	0.2392169268
1412	0.239129444
1413	0.2390881173
1414	0.2390227908
1415	0.2389474089
1416	0.2388515845
1417	0.2388029328
1418	0.2387002731
1419	0.238607638
1420	0.2385569373
1421	0.2385402004
1422	0.2384602353
1423	0.238423393
1424	0.2383800443
1425	0.2382343597
1426	0.2381136035
1427	0.2380295856
1428	0.2379635121
1429	0.2379375833
1430	0.2378605792
1431	0.2376695111
1432	0.237563205
1433	0.2373883805
1434	0.2372934745
1435	0.2372028889
1436	0.2370853379
1437	0.2370643464
1438	0.2368793872
1439	0.2368119488
1440	0.2367605741
1441	0.236668334
1442	0.2365874088
1443	0.2365265684
1444	0.2364814385
1445	0.2364513338
1446	0.2363298333
1447	0.2363027241
1448	0.2362169341
1449	0.2361385102
1450	0.2360923392
1451	0.2360792654
1452	0.235990775
1453	0.2359372434
1454	0.2358990565
1455	0.2357633561
1456	0.2356776327
1457	0.2356085893
1458	0.2355878976
1459	0.2355424182
1460	0.2354028427
1461	0.2353236689
1462	0.2352704351
1463	0.2352321684
1464	0.2351085449
1465	0.2350321503
1466	0.2349484617
1467	0.2349191158
1468	0.2348997448
1469	0.2348233775
1470	0.2347951428
1471	0.2347251457
1472	0.2345476229
1473	0.2343963296
1474	0.2343445889
1475	0.2342459084
1476	0.2341905743
1477	0.2341052393
1478	0.2340815473
1479	0.2340407109
1480	0.2340109113
1481	0.2339527397
1482	0.2339073697
1483	0.2338055657
1484	0.2336724379
1485	0.2335645687
1486	0.2334908524
1487	0.2334312508
1488	0.2333610819
1489	0.2332715627
1490	0.2332270482
1491	0.2331736264
1492	0.2331440152
1493	0.2329765639
1494	0.2329104599
1495	0.2328334252
1496	0.2328022074
1497	0.2327433935
1498	0.2326696169
1499	0.2325953821
1500	0.2324987786
1501	0.2324135293
1502	0.2323911112
1503	0.2323148871
1504	0.2322441027
1505	0.2321686542
1506	0.2320519696
1507	0.2319025456
1508	0.2318378761
1509	0.2317702947
1510	0.2317368387
1511	0.2316858582
1512	0.2315692417
